module,attributes,sample,metric,score
ccc,abd,smote,fscore,0.8682022135806162
ccc,abd,smote,precision,0.8366193935201199
ccc,abd,smote,recall,0.9239780975423405
ccc,abi,smote,accuracy,0.7649857278782112
ccc,abi,smote,fscore,0.8539407524080693
ccc,abi,smote,precision,0.8126369191744495
ccc,abi,smote,recall,0.9217891708082657
ccc,asmt_stdnt,smote,accuracy,0.7114917010254784
ccc,asmt_stdnt,smote,fscore,0.8145873801616642
ccc,asmt_stdnt,smote,precision,0.7494523233022022
ccc,asmt_stdnt,smote,recall,0.921201814058957
ccc,asmt_abd,smote,accuracy,0.7751347922613384
ccc,asmt_abd,smote,fscore,0.8623489085332853
ccc,asmt_abd,smote,precision,0.8267035627810446
ccc,asmt_abd,smote,recall,0.9199384141647421
ccc,asmt_abi,smote,accuracy,0.7545195052331113
ccc,asmt_abi,smote,fscore,0.8438550388070647
ccc,asmt_abi,smote,precision,0.7960336677043699
ccc,asmt_abi,smote,recall,0.9258414912163069
ccc,stdnt_abd,smote,accuracy,0.5895972090072946
ccc,stdnt_abd,smote,fscore,0.7076986132932578
ccc,stdnt_abd,smote,precision,0.5972558514931396
ccc,stdnt_abd,smote,recall,0.930149039324834
ccc,stdnt_abi,smote,accuracy,0.6521831060365789
ccc,stdnt_abi,smote,fscore,0.7608567498526233
ccc,stdnt_abi,smote,precision,0.6696644759598754
ccc,stdnt_abi,smote,recall,0.9318145355366597
ccc,asmt_stdnt_abd,smote,accuracy,0.7644571307749234
ccc,asmt_stdnt_abd,smote,fscore,0.8522720378571862
ccc,asmt_stdnt_abd,smote,precision,0.8098697105961028
ccc,asmt_stdnt_abd,smote,recall,0.9238458503222412
ccc,asmt_stdnt_abi,smote,accuracy,0.7586425626387567
ccc,asmt_stdnt_abi,smote,fscore,0.8472366095911279
ccc,asmt_stdnt_abi,smote,precision,0.8015680848610631
ccc,asmt_stdnt_abi,smote,recall,0.9252062816076657
ddd,asmt,smote,accuracy,0.7405958471260908
ddd,asmt,smote,fscore,0.8233002832861189
ddd,asmt,smote,precision,0.748430709802028
ddd,asmt,smote,recall,0.9665350239035544
ddd,stdnt,smote,accuracy,0.75413782726452
ddd,stdnt,smote,fscore,0.8512660962751707
ddd,stdnt,smote,precision,0.7926927410268791
ddd,stdnt,smote,recall,0.934357806867767
ddd,abd,smote,accuracy,0.7961179656936503
ddd,abd,smote,fscore,0.874131797391157
ddd,abd,smote,precision,0.8305166586190246
ddd,abd,smote,recall,0.9447088978396192
ddd,abi,smote,accuracy,0.8043936202226903
ddd,abi,smote,fscore,0.8810505934843
ddd,abi,smote,precision,0.8422662159987124
ddd,abi,smote,recall,0.9423734918062309
ddd,asmt_stdnt,smote,accuracy,0.44252181763466747
ddd,asmt_stdnt,smote,fscore,0.5659725968281368
